PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
277,2026-07-21,21:03:48.96,3,7,"Campbell, Jacob",680775,Right,LAK_COU10,"Waddell, Chase",1000233818,Left,MIL_MIL1,Undefined,8,Bottom,1,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.12893,-1.811962,-3.559934,2266.517387,201.298648,12:45,5.42992,1.56759,6.43982,-12.71123,19.00379,7.00422,2.70184,-1.12421,84.82409,-4.288754,-2.293744,0.405325,60.78648,-15.129147,54.813499,,,,,12.39204,11.29161,53.970825,0.120567,-4.69827,10.78142,-1.31763,50,5.29509,8.12104,-135.09278,-4.5887,-8.65421,30.32295,-12.31465,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,948ad080-8571-11f1-a17b-7db4bab88cfd,92.99303,2.86031,,8.30485,,,,1.35951,2.86031,1.4869,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:03:48.96,2026-07-21T21:03:48.9620000-05:00,2026-07-22T02:03:48.9620000Z,GroundBall,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,7e50927a-885a-400d-8d33-625581a9ae22,54.05867,-136.00074,15.16148,5.42697,-4.21996,-6.15733,-1.56468,8.38017,-4.32711,218.899513,1.35951,49.59279,-3.42781,,,,,,,2.86034,-23.27206,-3.7522,,,,,,,1.48692,70.33637,3.74598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
278,2026-07-21,21:04:17.20,3,8,"Campbell, Jacob",680775,Right,LAK_COU10,"Waddell, Chase",1000233818,Left,MIL_MIL1,Undefined,8,Bottom,1,2,2,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,91.33515,-1.258871,-3.186265,2161.845826,203.394821,12:45,5.43011,1.58089,6.26037,-14.49544,18.70973,7.62044,3.05944,-0.72498,83.07433,-4.06182,-1.81231,0.414738,73.2131,61.844134,4.007843,,,,,122.04003,117.26698,-3.841533,5.252514,-4.91571,10.43532,-1.34827,50,5.32954,7.06985,-132.52765,-3.29682,-8.70087,29.58479,-13.70343,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,a55fbe70-8571-11f1-a17b-7db4bab88cfd,90.88242,112.17806,,8.26081,,,,1.90587,3.28632,0.69697,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:04:17.20,2026-07-21T21:04:17.2090000-05:00,2026-07-22T02:04:17.2090000Z,Popup,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,de4372fa-4cac-46c3-a23f-cf5748598d10,54.23839,-133.47045,14.7924,5.42764,-2.86012,-6.85171,-1.578,7.34713,-4.35043,172.776149,1.91122,50.41982,-16.4629,4.33231,-0.34946,-0.19059,0.07596,-0.01124,0.00061,3.26975,94.97908,-25.78347,3.86524,-1.4006,0.43334,-0.07903,0.0069,-0.00021,0.69544,3.56473,-4.22517,1.64099,-0.42854,0.07327,-0.00536,-0.00028,5E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
279,2026-07-21,21:04:52.84,4,1,"Campbell, Jacob",680775,Right,LAK_COU10,"Valdes, Yordys",686798,Left,MIL_MIL1,Undefined,8,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.77367,0.793086,-2.373251,2280.494978,210.869634,1:00,5.51971,1.52463,6.31383,-14.29757,17.7791,10.00615,5.05944,0.1712,84.21643,-1.979177,-0.565364,0.40763,,,,,,,,,,,,-5.84559,9.29343,-1.35516,50,5.57059,5.15423,-134.69299,1.50239,-10.69427,30.39077,-15.17215,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,baa41470-8571-11f1-a17b-7db4bab88cfd,92.46727,,,8.55724,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:04:52.84,2026-07-21T21:04:52.8470000-05:00,2026-07-22T02:04:52.8470000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,e9ac94a5-b356-445f-9dc8-8e15364e0ba6,54.18239,-135.63338,15.19538,5.51684,1.97187,-7.58607,-1.51977,5.48515,-5.34714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
280,2026-07-21,21:05:12.32,4,2,"Campbell, Jacob",680775,Right,LAK_COU10,"Valdes, Yordys",686798,Left,MIL_MIL1,Undefined,8,Bottom,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.8666,-1.610813,-1.334617,2181.902744,218.939102,1:15,5.44118,1.62104,6.27826,-17.5058,15.88847,11.9669,2.49683,1.3879,82.93322,-4.950788,0.82913,0.415918,,,,,,,,,,,,-6.58756,9.03717,-1.52804,50,5.3136,2.58425,-132.00678,-4.20761,-11.59519,28.75223,-16.26722,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,c64008c0-8571-11f1-a17b-7db4bab88cfd,90.62477,,,7.93338,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:05:12.32,2026-07-21T21:05:12.3250000-05:00,2026-07-22T02:05:12.3250000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,6fee5a3d-aa57-4ca7-b4d5-bacd555ee80c,54.2196,-132.92267,14.37612,5.43938,-3.68943,-8.13361,-1.61625,2.95361,-5.7976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
281,2026-07-21,21:05:33.09,4,3,"Campbell, Jacob",680775,Right,LAK_COU10,"Valdes, Yordys",686798,Left,MIL_MIL1,Undefined,8,Bottom,2,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.27131,-1.668064,-4.054437,2247.013925,194.010474,12:30,5.40133,1.60065,6.57303,-13.08418,20.37521,4.82374,2.77779,-1.71983,82.62364,-4.216827,-3.181354,0.416323,,,,,,,,,,,,-3.63213,11.4693,-1.32367,50,5.28046,9.09368,-130.94428,-4.11096,-6.31975,27.09631,-12.21788,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,d2a20c30-8571-11f1-a17b-7db4bab88cfd,90.53657,,,7.64767,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:05:33.09,2026-07-21T21:05:33.0930000-05:00,2026-07-22T02:05:33.0930000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,857ee880-272d-413c-8095-4bea6c4ccacc,53.92483,-131.75394,13.54815,5.39784,-3.74588,-6.10894,-1.59823,9.28252,-3.15987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
282,2026-07-21,21:05:54.71,4,4,"Campbell, Jacob",680775,Right,LAK_COU10,"Valdes, Yordys",686798,Left,MIL_MIL1,Undefined,8,Bottom,2,3,0,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,88.3101,-0.005828,-2.509995,2083.633293,216.407714,1:15,5.33738,1.62748,6.52807,-20.45666,14.35517,9.81611,3.62731,0.14142,80.99557,-3.899214,-0.729066,0.424654,,,,,,,,,,,,-5.79363,7.84977,-1.45687,50,5.32788,5.24866,-128.36992,-0.57275,-9.71079,25.46053,-19.01691,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,df89e170-8571-11f1-a17b-7db4bab88cfd,88.76043,,,7.31453,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:05:54.71,2026-07-21T21:05:54.7190000-05:00,2026-07-22T02:05:54.7190000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,99e48cab-e584-49d1-9ac8-ab87d65a96f5,53.96998,-129.15491,12.73027,5.33651,0.01357,-9.50846,-1.62331,5.54806,-4.85539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
283,2026-07-21,21:06:28.40,5,1,"Campbell, Jacob",680775,Right,LAK_COU10,"Felix, Edrick",703742,Right,MIL_MIL1,Undefined,8,Bottom,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.03255,-0.630758,-2.895429,2088.844768,217.720474,1:15,5.445,1.58764,6.47092,-18.44221,15.97729,11.53442,3.32811,-0.1125,81.48683,-4.155698,-0.805768,0.422254,,,,,,,,,,,,-6.79363,8.84878,-1.38813,50,5.39202,6.08758,-129.33829,-1.91951,-11.53487,26.38342,-17.14973,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,f39430d0-8571-11f1-a17b-7db4bab88cfd,89.26486,,,7.54572,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:06:28.40,2026-07-21T21:06:28.4040000-05:00,2026-07-22T02:06:28.4040000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,1ecd249e-edca-4f78-bdae-4354c98b6b60,54.02694,-130.15714,13.19171,5.44334,-1.38724,-8.57487,-1.58262,6.44559,-5.76743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
284,2026-07-21,21:06:50.84,5,2,"Campbell, Jacob",680775,Right,LAK_COU10,"Felix, Edrick",703742,Right,MIL_MIL1,Undefined,8,Bottom,2,0,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.67551,-0.848136,-3.24807,2227.750714,199.860425,12:45,5.47009,1.61172,6.47675,-14.81398,19.20985,6.55028,3.45547,-0.82822,81.87311,-3.717799,-2.06251,0.41982,71.83514,52.440147,80.275175,5016.138177,,,,,74.78051,,,-4.33122,10.61508,-1.38572,50,5.40344,7.13183,-130.19598,-2.28754,-7.43271,27.39177,-13.95776,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,00fafa10-8572-11f1-a17b-7db4bab88cfd,89.7824,77.17619,,7.80241,,,,0.00581,3.36259,0.87864,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:06:50.84,2026-07-21T21:06:50.8490000-05:00,2026-07-22T02:06:50.8490000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,a104c351-d07c-4b76-8dbb-cd55822297a4,54.02108,-131.03924,13.69589,5.46724,-1.85785,-6.97888,-1.6088,7.36065,-3.71636,,0.00581,10.84868,-11.6813,4.16618,-1.13042,0.2669,-0.05898,0.01005,-0.00095,3.36259,83.51911,-24.99195,2.51319,-0.3566,0.02787,0.00163,-0.00107,0.0002,0.87864,63.3023,-9.96768,2.04081,-0.34851,0.04729,-0.00595,0.00027,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Undefined,,,
285,2026-07-21,21:07:16.30,5,3,"Campbell, Jacob",680775,Right,LAK_COU10,"Felix, Edrick",703742,Right,MIL_MIL1,Undefined,8,Bottom,2,0,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.6897,-1.309434,-2.971259,2244.545612,199.0349,12:45,5.38573,1.5414,6.48319,-15.12666,18.17631,5.90146,2.92109,-0.69733,82.72491,-4.232677,-1.902441,0.415349,86.15674,13.888219,50.368142,4248.217721,61.95511,18.88832,90.89296,216.28362,188.96202,60.611896,2.366626,-3.93008,10.20961,-1.33499,50,5.28666,6.60009,-131.66603,-3.39083,-6.88583,28.45415,-14.28589,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,10278f30-8572-11f1-a17b-7db4bab88cfd,90.74893,18.92466,,7.96479,,,,-0.3635,3.10999,0.65357,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:07:16.30,2026-07-21T21:07:16.3080000-05:00,2026-07-22T02:07:16.3080000Z,LineDrive,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,1e5dc363-4edc-4e87-8c81-4e815dff7dd9,54.0145,-132.53076,14.22708,5.38311,-2.95668,-7.14295,-1.53875,6.80935,-3.44291,,-0.36348,78.24371,-21.14019,4.74856,-1.04169,0.15409,-0.00636,-0.00356,0.00063,3.10998,30.33141,-15.66549,1.17205,-0.14732,0.0533,-0.02162,0.00599,-0.00073,0.65358,94.47402,-6.52747,-0.35749,0.38751,-0.15915,0.04703,-0.00951,0.00088,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
286,2026-07-21,21:07:42.77,5,4,"Campbell, Jacob",680775,Right,LAK_COU10,"Felix, Edrick",703742,Right,MIL_MIL1,Undefined,8,Bottom,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.685,2.093007,-0.968313,2111.306147,197.211268,12:30,5.50027,1.46191,6.31446,-16.24182,17.13194,4.99607,6.07579,0.98625,82.76019,-1.02827,-0.064938,0.41579,,,,,,,,,,,,-2.82988,8.61178,-1.39313,50,5.64527,2.0165,-131.72839,4.3874,-4.98385,27.38001,-17.0075,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,1feb8250-8572-11f1-a17b-7db4bab88cfd,90.65262,,,7.92482,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:07:42.77,2026-07-21T21:07:42.7730000-05:00,2026-07-22T02:07:42.7730000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,d23b38f3-7d57-4a19-bd31-bbefff270b4e,54.18127,-132.59463,13.69001,5.49795,4.92548,-8.50375,-1.45942,2.17418,-2.49192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
287,2026-07-21,21:08:06.75,5,5,"Campbell, Jacob",680775,Right,LAK_COU10,"Felix, Edrick",703742,Right,MIL_MIL1,Undefined,8,Bottom,2,1,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,FieldersChoice,1,0,,91.52968,-0.79203,-2.534499,2126.38841,204.473431,12:45,5.48787,1.53327,6.40209,-17.68875,14.76119,6.29154,3.28472,-0.2746,84.28989,-4.152737,-1.395891,0.409995,95.06606,-15.637751,13.039293,,,,,11.29839,10.61286,15.22357,0.084572,-3.93961,8.21091,-1.35438,50,5.42274,5.64081,-133.0714,-2.34793,-7.12246,26.3509,-17.32949,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,2e344720-8572-11f1-a17b-7db4bab88cfd,91.93398,3.18593,,7.2398,,,,-0.18638,3.18593,0.39885,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:08:06.75,2026-07-21T21:08:06.7500000-05:00,2026-07-22T02:08:06.7500000Z,GroundBall,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,6f06ba69-62e5-48ac-8a89-8787ed8b6a47,54.09727,-133.88028,13.17545,5.48664,-1.81597,-8.66474,-1.53089,5.85945,-3.56123,180,-0.19052,131.11109,,,,,,,,3.18712,-37.67135,,,,,,,,0.3979,30.36411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
288,2026-07-21,21:10:51.34,1,1,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Reyes, Ripken",685341,Right,LAK_COU10,Undefined,9,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.91046,-1.331075,1.937532,2246.636706,135.854853,10:30,5.18775,-1.70502,5.97462,-20.36934,14.82725,-13.31607,2.25544,-1.01786,81.37535,-5.169929,-0.455818,0.426994,,,,,,,,,,,,7.32965,8.31063,1.55884,50,5.07103,-3.80462,-129.10932,-3.62636,12.388,26.55395,-18.12808,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,905a29b0-8572-11f1-a17b-7db4bab88cfd,88.27398,,,7.53512,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:10:51.34,2026-07-21T21:10:51.3490000-05:00,2026-07-22T02:10:51.3490000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,6bcea6aa-c12d-448d-a3ce-ee9e1c08e0a3,54.52281,-130.0362,13.27698,5.18656,-2.99359,-9.06404,1.69918,-4.23702,6.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
289,2026-07-21,21:11:02.86,1,2,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Reyes, Ripken",685341,Right,LAK_COU10,Undefined,9,Top,0,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.26048,-0.737673,0.974286,2283.317944,133.512208,10:30,5.16702,-1.69231,5.91387,-22.13454,12.64083,-12.23694,2.63771,-1.80774,82.14823,-4.877263,-1.223649,0.424431,,,,,,,,,,,,6.50323,6.98945,1.62104,50,5.09521,-1.68949,-129.76145,-2.38735,11.16412,25.41217,-20.1753,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,97322d50-8572-11f1-a17b-7db4bab88cfd,88.80691,,,7.11225,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:11:02.86,2026-07-21T21:11:02.8620000-05:00,2026-07-22T02:11:02.8620000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,f90821cf-dba1-400b-a7e4-18079013014d,54.58455,-130.65619,12.70609,5.16676,-1.67699,-10.08765,1.68745,-2.08258,5.58206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
290,2026-07-21,21:11:14.32,1,3,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Reyes, Ripken",685341,Right,LAK_COU10,Undefined,9,Top,0,2,0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,88.2253,-0.891637,3.578637,2325.369387,135.350387,10:30,5.1035,-1.93024,6.10207,-21.15942,14.41284,-13.15048,2.51394,0.28775,80.8313,-4.881535,1.214599,0.429267,97.87769,-19.844747,-63.215879,,,,,8.51731,2.14235,-51.176491,0.052728,7.79213,8.0215,1.6618,50,5.02363,-7.48444,-128.04126,-2.63419,12.97424,25.7029,-18.81786,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,9e07e700-8572-11f1-a17b-7db4bab88cfd,87.8066,2.57423,,7.394,,,,2.1255,2.57423,-0.26824,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:11:14.32,2026-07-21T21:11:14.3280000-05:00,2026-07-22T02:11:14.3280000Z,GroundBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,e7b5b0c7-711c-49f2-9da5-b2a0800e053f,54.39754,-128.92099,12.85145,5.10277,-1.99011,-9.40893,1.92557,-7.92851,6.48712,,2.12456,60.95858,,,,,,,,2.57497,-48.82104,,,,,,,,-0.26638,-120.76062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
291,2026-07-21,21:11:34.17,1,4,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Reyes, Ripken",685341,Right,LAK_COU10,Undefined,9,Top,0,2,1,Fastball,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,88.43934,-1.162331,2.332165,2246.639682,133.700803,10:30,5.0375,-1.85562,6.1473,-22.04982,13.13331,-12.63997,2.12497,-0.7528,81.33372,-5.30593,0.053707,0.426912,91.9588,3.71686,28.054445,3071.720399,,,,82.80916,79.83662,31.178177,0.674286,7.1702,7.42544,1.68457,50,4.93752,-4.73116,-128.5187,-3.2833,12.05952,25.24114,-19.68521,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,a9df36a0-8572-11f1-a17b-7db4bab88cfd,88.29084,3.02505,,7.10562,,,,0.41558,1.97354,0.67372,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:11:34.17,2026-07-21T21:11:34.1790000-05:00,2026-07-22T02:11:34.1790000Z,GroundBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,bfac6196-eb83-44a0-9b6f-649a57a0309e,54.35225,-129.37066,12.62057,5.03713,-2.61887,-9.84261,1.85114,-5.13821,6.02976,273.732338,0.4704,117.67059,-19.83061,,,,,,,1.99853,8.24105,-16.66846,,,,,,,0.66182,63.54359,-1.38035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
292,2026-07-21,21:12:10.39,2,1,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Zuberer, Ray",829518,Left,LAK_COU10,Undefined,9,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.36799,-0.803211,2.940174,2191.440409,130.838284,10:15,5.11023,-1.30321,6.21394,-26.2099,10.48355,-10.90733,2.1838,0.50359,79.74877,-5.698606,0.972891,0.435979,,,,,,,,,,,,6.40469,5.96906,1.08809,50,5.03672,-6.02644,-125.51135,-2.56492,10.3139,23.13562,-22.56169,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,bf729700-8572-11f1-a17b-7db4bab88cfd,86.45473,,,6.61922,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:12:10.39,2026-07-21T21:12:10.3940000-05:00,2026-07-22T02:12:10.3940000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,7070ae55-8fed-460f-8827-7e32055ccefd,54.28573,-126.29888,11.56781,5.11096,-1.79693,-11.28084,1.29921,-6.37752,5.15695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
293,2026-07-21,21:12:27.53,2,2,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Zuberer, Ray",829518,Left,LAK_COU10,Undefined,9,Top,0,0,1,Cutter,Slider,InPlay,Undefined,GroundBall,FieldersChoice,1,0,,83.46813,0.293322,2.003766,2384.263299,174.569407,11:45,4.94728,-1.53357,6.18411,-30.38439,8.55308,-0.71874,2.68626,0.25752,77.77765,-5.344801,1.874148,0.449113,77.41959,-12.925594,11.087995,,,,,14.06212,12.36641,9.754793,0.112559,0.82772,4.6717,1.38272,50,4.95368,-4.2246,-121.49269,-0.30122,1.26015,19.65588,-25.06174,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,c9aadca0-8572-11f1-a17b-7db4bab88cfd,83.92648,2.83131,,5.69048,,,,1.6742,2.83131,0.04209,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:12:27.53,2026-07-21T21:12:27.5380000-05:00,2026-07-22T02:12:27.5380000Z,GroundBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,fdd5d137-81d0-487b-b304-88e72222cc30,54.317,-122.18912,9.82794,4.94862,0.58675,-12.53087,1.5332,-4.26925,0.63008,167.889986,1.6742,108.60607,-3.15227,,,,,,,2.83125,-25.39217,2.12506,,,,,,,0.04211,21.28132,-4.33789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
294,2026-07-21,21:13:01.44,3,1,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,9,Top,1,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.79029,-0.451994,1.831293,2265.555823,136.824097,10:30,5.01006,-1.59036,6.14279,-24.23989,11.49461,-9.7741,2.57216,-0.71201,80.61486,-4.998461,0.069071,0.430244,72.69404,13.783876,171.944409,2573.897774,,,,121.7512,52.79252,170.924114,1.295187,5.57776,6.39414,1.45596,50,4.96301,-3.69712,-127.61962,-1.75794,9.23304,25.35007,-21.58962,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,dddc14f0-8572-11f1-a17b-7db4bab88cfd,87.60706,9.78115,,7.17543,,,,2.45051,2.51893,0.72442,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:13:01.44,2026-07-21T21:13:01.4450000-05:00,2026-07-22T02:13:01.4450000Z,LineDrive,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,0ff2264b-8730-4cf6-9f13-fcda08847985,54.35687,-128.48214,12.67504,5.01032,-1.02336,-10.79481,1.5871,-4.01127,4.61652,8.252855,2.45051,-102.52557,6.98989,-0.98764,0.22456,-0.035,0.00748,-0.00126,8E-05,2.51893,25.40276,-23.33504,2.17221,-0.44811,0.08839,-0.0152,0.00292,-0.00031,0.72442,14.51048,-0.18675,0.013,-0.01006,0.00037,-0.00024,3E-05,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
