PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
260,2026-07-21,20:54:31.73,3,3,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Snider, Jake",686744,Left,LAK_COU10,Undefined,8,Top,1,0,2,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.52711,-0.789114,4.529816,2382.546,151.492816,11:00,4.8384,-1.50079,6.17338,-30.04076,8.39918,-3.97685,1.60388,2.36011,78.30665,-6.356741,3.815653,0.446234,,,,,,,,,,,,3.16898,4.88902,1.15948,50,4.76313,-9.56346,-122.6159,-2.62237,4.88126,21.57158,-24.64331,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,487c40d0-8570-11f1-a17b-7db4bab88cfd,84.46784,,,6.22046,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:54:31.73,2026-07-21T20:54:31.7360000-05:00,2026-07-22T01:54:31.7360000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,adc47633-ae6f-40fa-b449-1d6ebd978ad9,54.32584,-123.37458,10.78579,4.84012,-1.75565,-12.32166,1.49886,-9.73513,2.44063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
261,2026-07-21,20:54:45.44,3,4,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Snider, Jake",686744,Left,LAK_COU10,Undefined,8,Top,1,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.67995,-1.84826,2.962006,2258.21851,140.07287,10:45,4.99508,-1.43244,6.31729,-24.04474,11.62162,-8.8178,1.28615,0.56333,80.65752,-6.358699,1.36841,0.429834,,,,,,,,,,,,5.40847,6.87796,1.21986,50,4.84813,-6.25179,-127.32683,-4.83334,8.914,25.1723,-20.83806,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,509aa720-8570-11f1-a17b-7db4bab88cfd,87.69065,,,7.02243,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:54:45.44,2026-07-21T20:54:45.4460000-05:00,2026-07-22T01:54:45.4460000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,5f7a7c66-ab25-4a26-af14-074b77ff7c70,54.18232,-128.151,12.58615,4.99521,-4.15108,-10.41903,1.42932,-6.54365,4.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
262,2026-07-21,20:55:04.13,3,5,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Snider, Jake",686744,Left,LAK_COU10,Undefined,8,Top,1,2,2,Cutter,Cutter,InPlay,Undefined,FlyBall,Out,1,0,,85.17895,-0.303141,3.525279,2364.345829,150.688279,11:00,4.91393,-1.6221,6.16406,-27.71147,10.05221,-5.05158,2.32409,1.21743,78.80675,-5.462516,2.616416,0.442291,82.10757,26.569745,-30.992193,4653.772967,87.7217,43.24916,-66.36939,245.33231,177.01202,-45.895584,3.807656,3.50772,5.59985,1.35725,50,4.87651,-7.43497,-123.74318,-1.50414,5.50032,22.0793,-23.39321,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,5bbeac50-8570-11f1-a17b-7db4bab88cfd,85.22081,47.10469,,6.37221,,,,1.33865,2.2353,-1.11339,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:55:04.13,2026-07-21T20:55:04.1350000-05:00,2026-07-22T01:55:04.1350000Z,LineDrive,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,8354284d-fbdc-48d0-a589-8bb958678b5e,54.33648,-124.51453,11.03965,4.91478,-0.68689,-11.6966,1.62035,-7.62712,2.75016,131.057884,1.34711,92.08804,-21.76098,2.52057,1.98126,-1.68442,0.59543,-0.10467,0.0074,2.23341,53.92008,-18.36528,1.91114,-0.85152,0.48297,-0.16634,0.03099,-0.00242,-1.1082,-55.6167,1.53654,-0.4577,1.72674,-1.3274,0.49348,-0.09244,0.00697,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
263,2026-07-21,20:55:37.00,4,1,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Roberts, Brett",689355,Right,LAK_COU10,Undefined,8,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.59131,-1.932855,3.593952,2246.603538,142.512936,10:45,5.02353,-1.58691,6.32457,-21.97399,13.20036,-9.25008,1.40818,0.95635,80.96555,-6.081583,1.92403,0.426859,,,,,,,,,,,,5.86815,7.76981,1.32862,50,4.87161,-7.71212,-128.49384,-4.98887,9.78915,27.17405,-19.21261,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,6f535680-8570-11f1-a17b-7db4bab88cfd,88.30185,,,7.62576,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:55:37.00,2026-07-21T20:55:37.0000000-05:00,2026-07-22T01:55:37.0000000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,4e17153d-a676-42b7-8e1d-dc1834fecd54,54.17443,-129.37364,13.58703,5.02307,-4.36684,-9.6063,1.58344,-8.02906,4.89457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
264,2026-07-21,20:55:50.10,4,2,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Roberts, Brett",689355,Right,LAK_COU10,Undefined,8,Top,2,1,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,88.61779,-1.794618,3.523441,2375.418489,144.140707,10:45,5.00664,-1.59328,6.22104,-21.84899,13.39304,-8.8652,1.52627,0.92324,81.0657,-5.912208,1.926056,0.42727,85.4106,-28.614328,-69.236468,,,,,4.91761,4.91761,-48.040745,0.026814,5.61256,7.79418,1.33384,50,4.86117,-7.56607,-128.5434,-4.68833,9.38318,26.84528,-19.14358,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,77208f90-8570-11f1-a17b-7db4bab88cfd,88.217,1.61115,,7.55209,,,,2.24094,1.61115,-0.89535,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:55:50.10,2026-07-21T20:55:50.1070000-05:00,2026-07-22T01:55:50.1070000Z,GroundBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,88d7b605-b628-4cc0-a917-d246287a131a,54.27796,-129.43373,13.42264,5.00614,-4.05342,-9.57179,1.58993,-7.87727,4.69159,,2.24068,39.04575,,,,,,,,1.61155,-60.08573,,,,,,,,-0.89466,-102.98609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
265,2026-07-21,20:56:11.85,4,3,"Sheetz, Micky",1000304428,Left,MIL_MIL1,"Roberts, Brett",689355,Right,LAK_COU10,Undefined,8,Top,2,1,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,FieldersChoice,1,0,,88.02248,-1.047782,3.064399,2277.465597,143.231787,10:45,5.01336,-1.58573,6.22237,-23.79541,11.66788,-7.92496,2.06213,0.58409,80.96089,-5.51009,1.635452,0.428609,91.79719,-2.712545,-34.205096,,,,,33.46084,29.31534,-35.220584,0.245858,4.94638,6.65563,1.36037,50,4.92292,-6.53755,-127.85206,-3.06816,8.22967,25.08357,-21.10057,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,841c3af0-8570-11f1-a17b-7db4bab88cfd,87.94139,2.11988,,7.06159,,,,1.33868,2.11988,-0.49264,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:56:11.85,2026-07-21T20:56:11.8530000-05:00,2026-07-22T01:56:11.8530000Z,GroundBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,f43e1368-f021-4718-bc62-457f5639b8bd,54.27738,-128.68851,12.54179,5.0135,-2.36453,-10.55029,1.58295,-6.81199,4.11483,105.8129,1.341,111.09846,-21.87551,,,,,,,2.11975,-6.3647,-9.18341,,,,,,,-0.49123,-75.67795,-3.33901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
266,2026-07-21,20:58:51.63,1,1,"Campbell, Jacob",680775,Right,LAK_COU10,"Perez, Delvin",666206,Right,MIL_MIL1,Undefined,8,Bottom,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.22619,-1.034628,-1.972872,2292.745952,201.128429,12:45,5.49273,1.40329,6.32328,-13.35591,18.77158,6.883,3.42623,0.15924,84.64882,-3.613708,-0.728453,0.407953,,,,,,,,,,,,-4.08059,10.32012,-1.2622,50,5.41037,4.33181,-134.05641,-2.75854,-7.46897,27.39928,-13.28447,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,e3516630-8570-11f1-a17b-7db4bab88cfd,92.39413,,,7.57737,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:58:51.63,2026-07-21T20:58:51.6380000-05:00,2026-07-22T01:58:51.6380000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,c1cf19c6-73d5-4878-983b-fa0b5c2d0af3,54.17454,-134.90692,13.69964,5.4896,-2.34616,-6.64223,-1.40027,4.56366,-3.73449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
267,2026-07-21,20:59:08.11,1,2,"Campbell, Jacob",680775,Right,LAK_COU10,"Perez, Delvin",666206,Right,MIL_MIL1,Undefined,8,Bottom,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.14846,-1.732924,-3.977925,2252.763281,201.160765,12:45,5.41422,1.73689,6.2674,-12.01823,19.60017,7.22449,2.81074,-1.33431,85.64743,-4.058249,-2.677344,0.404707,,,,,,,,,,,,-4.74733,10.89394,-1.44541,50,5.27939,9.09327,-135.13644,-4.39242,-8.85283,27.12278,-11.85901,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,ed2d5b00-8570-11f1-a17b-7db4bab88cfd,93.13502,,,7.50102,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:59:08.11,2026-07-21T20:59:08.1140000-05:00,2026-07-22T01:59:08.1140000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,16f5b56d-beae-42f7-bc3c-a66420f9d16b,54.23091,-135.98296,13.56139,5.4107,-4.02229,-5.92951,-1.73353,9.36958,-4.42641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
268,2026-07-21,20:59:25.19,1,3,"Campbell, Jacob",680775,Right,LAK_COU10,"Perez, Delvin",666206,Right,MIL_MIL1,Undefined,8,Bottom,0,1,1,Fastball,Four-Seam,InPlay,Undefined,Popup,Error,0,0,,90.76225,-1.074043,-2.222752,2231.762191,211.867564,1:00,5.37141,1.78179,6.24236,-16.11839,17.12993,10.03619,3.0367,0.56694,83.42614,-4.149678,-0.411052,0.415008,86.07239,56.049706,6.95168,,104.2136,127.78956,35.20666,165.96167,157.19151,21.464873,5.703235,-5.81953,9.49508,-1.62125,50,5.28332,4.72022,-131.93799,-2.92843,-10.32301,26.40776,-15.3311,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,f75b6770-8570-11f1-a17b-7db4bab88cfd,90.82343,129.86244,,7.33611,,,,1.58697,3.13846,-0.57043,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:59:25.19,2026-07-21T20:59:25.1960000-05:00,2026-07-22T01:59:25.1960000Z,FlyBall,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,ba8b591a-4199-4947-893b-8a04a5422bed,54.25749,-132.7874,13.20388,5.36958,-2.4353,-7.66555,-1.77842,5.05227,-5.16151,194.115916,1.59204,69.85991,-24.90701,7.06518,-1.10499,-0.01626,0.04456,-0.00745,0.0004,3.12264,104.98861,-27.21251,3.41109,-0.84197,0.18726,-0.02045,1E-05,0.0001,-0.56722,8.4904,4.02463,-2.0621,0.6022,-0.10431,0.00728,0.00034,-6E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
269,2026-07-21,21:00:11.88,2,1,"Campbell, Jacob",680775,Right,LAK_COU10,"Olund, Alec",10000829,Right,MIL_MIL1,Undefined,8,Bottom,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.78703,1.887621,-0.158486,2300.91843,131.04737,10:15,5.22436,2.12581,6.11347,-35.63982,6.20374,-5.84874,4.00032,1.49188,74.87145,-4.722232,-1.212314,0.465571,,,,,,,,,,,,2.97138,3.13331,-2.11074,50,5.35047,0.5422,-117.52113,2.78574,4.2171,19.18006,-27.72708,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,13338c20-8571-11f1-a17b-7db4bab88cfd,80.95961,,,5.91558,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:00:11.88,2026-07-21T21:00:11.8800000-05:00,2026-07-22T02:00:11.8800000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,9106f3a9-9184-4014-bfc1-bd45203ceb6c,54.38563,-118.23472,9.59003,5.22764,3.81732,-13.86354,-2.128,0.38531,2.10855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
270,2026-07-21,21:00:46.87,2,2,"Campbell, Jacob",680775,Right,LAK_COU10,"Olund, Alec",10000829,Right,MIL_MIL1,Undefined,8,Bottom,0,1,0,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,,89.12356,-0.666209,-2.112028,2144.438632,207.620884,1:00,5.32362,1.92783,6.35064,-16.2371,18.28552,9.00256,3.35686,0.73311,81.45209,-3.789188,-0.483649,0.422886,66.89414,50.471842,26.260689,3956.058842,90.03831,76.88269,63.19078,168.97142,101.51049,37.173356,4.605395,-5.29555,10.05453,-1.77871,50,5.26747,4.42466,-129.52027,-1.93148,-8.99792,26.98345,-15.08994,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,2804adf0-8571-11f1-a17b-7db4bab88cfd,89.13144,80.02452,,7.67147,,,,0.91368,3.42665,-0.7147,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:00:46.87,2026-07-21T21:00:46.8700000-05:00,2026-07-22T02:00:46.8700000Z,Popup,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,c680b2b6-ae2a-4d54-aecb-af71787db46a,54.14816,-130.38161,13.49173,5.32144,-1.4498,-7.54497,-1.92453,4.71189,-4.49896,202.380979,0.91649,55.91774,-15.2875,3.62891,-0.06205,-0.3397,0.12566,-0.01919,0.0011,3.42133,75.79204,-21.87999,2.40258,-0.79203,0.2481,-0.0423,0.00298,-4E-05,-0.71522,27.64257,-1.25504,-0.10027,0.00391,0.03714,-0.01529,0.00246,-0.00014,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
271,2026-07-21,21:01:33.91,3,1,"Campbell, Jacob",680775,Right,LAK_COU10,"Waddell, Chase",1000233818,Left,MIL_MIL1,Undefined,8,Bottom,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.58583,-1.734209,-1.824816,2196.893598,198.426077,12:30,5.39495,1.66235,6.42819,-13.12225,20.82981,6.59587,2.7062,0.53422,82.21902,-4.283304,-0.6298,0.419377,,,,,,,,,,,,-3.91658,11.64737,-1.53515,50,5.26498,3.88704,-130.20297,-4.24238,-6.7559,26.09916,-12.08288,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,4414ab80-8571-11f1-a17b-7db4bab88cfd,89.87725,,,7.36682,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:01:33.91,2026-07-21T21:01:33.9110000-05:00,2026-07-22T02:01:33.9110000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,fb17be80-f183-4b2d-8439-385b46350c1b,54.06971,-131.0162,13.04958,5.39131,-3.86588,-6.04144,-1.65954,4.09755,-3.37795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
272,2026-07-21,21:01:52.44,3,2,"Campbell, Jacob",680775,Right,LAK_COU10,"Waddell, Chase",1000233818,Left,MIL_MIL1,Undefined,8,Bottom,1,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.718,0.26288,-0.899595,1655.868591,231.447036,1:45,5.32783,1.79295,6.4738,-32.79084,8.56083,9.33209,2.8367,1.74444,74.89717,-5.864472,0.794611,0.462826,,,,,,,,,,,,-5.10315,4.78662,-1.73346,50,5.33174,1.52099,-117.52188,-0.37983,-7.22981,19.55899,-25.3927,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,4f201fa0-8571-11f1-a17b-7db4bab88cfd,81.43971,,,5.82084,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:01:52.44,2026-07-21T21:01:52.4440000-05:00,2026-07-22T02:01:52.4440000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,bb1bfaec-a283-4222-8592-6ad94148f5be,54.02583,-118.18999,9.7795,5.3299,0.48755,-12.69635,-1.78964,1.76795,-3.6149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
273,2026-07-21,21:02:12.41,3,3,"Campbell, Jacob",680775,Right,LAK_COU10,"Waddell, Chase",1000233818,Left,MIL_MIL1,Undefined,8,Bottom,1,1,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.51966,-1.792565,-2.310498,2210.758456,211.766164,1:00,5.39173,1.69944,6.4452,-17.63694,16.21769,9.43323,2.27307,0.36147,82.58161,-5.146363,-0.600935,0.418775,71.63696,45.865255,-116.955759,4508.862161,,,,,40.60203,,,-5.54788,9.26193,-1.53972,50,5.25637,4.89172,-130.14864,-4.56055,-9.59985,25.0561,-16.14757,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,5b01f690-8571-11f1-a17b-7db4bab88cfd,90.00652,37.70334,,6.93805,,,,1.1148,2.12572,-0.23272,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:02:12.41,2026-07-21T21:02:12.4160000-05:00,2026-07-22T02:02:12.4160000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,25c9bf69-1a2d-40a5-8b70-4ac0d698437c,54.05484,-130.92695,12.52805,5.39025,-4.05897,-8.07379,-1.6963,5.18991,-4.79992,40.046823,1.1148,-33.16507,-5.80514,2.14798,-0.44941,-0.295,0.81339,-0.88406,0.38737,2.12572,75.4073,-24.98979,2.62575,-0.48694,-0.00766,0.1678,-0.19448,0.08724,-0.23272,-65.21476,7.15903,-1.06833,0.14781,0.01631,-0.05476,0.06329,-0.02879,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
274,2026-07-21,21:02:38.03,3,4,"Campbell, Jacob",680775,Right,LAK_COU10,"Waddell, Chase",1000233818,Left,MIL_MIL1,Undefined,8,Bottom,1,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.60241,-0.621211,-1.3943,2240.249304,196.878576,12:30,5.56381,1.60669,6.20359,-13.49418,19.23048,5.53654,3.86571,0.78083,83.98253,-3.225912,-0.395196,0.411727,,,,,,,,,,,,-3.22142,10.41024,-1.50456,50,5.51002,3.00826,-133.16143,-1.7884,-5.81263,27.27739,-13.39004,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,6a459620-8571-11f1-a17b-7db4bab88cfd,91.54727,,,7.61987,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:02:38.03,2026-07-21T21:02:38.0380000-05:00,2026-07-22T02:02:38.0380000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,21be12b1-cd13-4eb1-95d4-870cda278a80,54.29387,-134.03812,13.63869,5.56058,-1.35805,-6.69502,-1.60425,3.19508,-2.90632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
275,2026-07-21,21:03:00.82,3,5,"Campbell, Jacob",680775,Right,LAK_COU10,"Waddell, Chase",1000233818,Left,MIL_MIL1,Undefined,8,Bottom,1,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.47637,-2.055632,-3.251458,2227.174694,199.787108,12:45,5.53049,1.68953,6.17047,-12.95107,20.12607,6.86374,2.54874,-0.7448,83.64816,-4.562096,-2.016285,0.413938,51.14628,51.019587,-103.864443,4762.645539,,,,,18.98373,,,-4.46252,11.31918,-1.44672,50,5.36794,7.25752,-132.7113,-5.10074,-7.96716,28.11322,-11.96532,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,77ddcfa0-8571-11f1-a17b-7db4bab88cfd,91.05814,24.0015,,7.82821,,,,1.09869,2.63312,0.71593,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:03:00.82,2026-07-21T21:03:00.8290000-05:00,2026-07-22T02:03:00.8290000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,2f0fcae7-5a3e-47ac-9ee9-08e52ccd6219,54.3284,-133.62507,14.05661,5.52741,-4.71182,-5.98266,-1.68682,7.51647,-3.98358,37.593117,1.10416,-11.47906,-4.54963,,,,,,,2.63547,58.24028,-18.90844,,,,,,,0.71551,-45.80085,1.99702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,
276,2026-07-21,21:03:24.85,3,6,"Campbell, Jacob",680775,Right,LAK_COU10,"Waddell, Chase",1000233818,Left,MIL_MIL1,Undefined,8,Bottom,1,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.12833,-1.553204,-1.640558,2227.668302,199.823786,12:45,5.50676,1.66922,6.16241,-13.70985,19.59631,6.68118,2.92856,0.7101,83.20663,-4.202847,-0.435909,0.415369,65.38555,8.963804,-172.977488,1807.153266,,,,80.60511,61.11831,-172.952437,0.905795,-3.88937,10.86319,-1.548,50,5.38161,3.50705,-132.34263,-3.93636,-6.89713,28.27466,-12.91017,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,86338cc0-8571-11f1-a17b-7db4bab88cfd,90.74457,5.35211,,7.9217,,,,-0.88709,2.62031,-0.75644,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,02:03:24.85,2026-07-21T21:03:24.8520000-05:00,2026-07-22T02:03:24.8520000Z,GroundBall,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,a0a15f92-2b8e-4d5a-bceb-0f7c605571e5,54.33428,-133.26542,14.13733,5.5032,-3.51502,-6.45508,-1.66613,3.73215,-3.44856,13.641255,-0.88709,-94.01682,8.03303,-0.89391,0.20989,-0.03193,0.00574,-0.00115,0.0001,2.62031,14.94201,-21.01401,1.69083,-0.30396,0.06423,-0.00972,0.00178,-0.00025,-0.75644,-11.58131,1.80153,-0.21159,0.06011,-0.00806,0.0014,-0.00029,3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
